mass,wheel_mass,wheel_radius,MaxRPM,MinRPM,MaxBrakeTorque,MaxMotorTorque,MaxSteeringAngle,TireDragCoeff,WheelDamping,ShiftTime,TractionControlSlipLimit,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
2496.416,29.86,0.387,8351.632,809.726,2579.297,449.078,49.233,3.124,0.997,0.413,0.822,0.25,5.075,5,4.585,4.2,-1.596
2498.097,30.028,0.389,8252.478,791.226,2538.425,451.467,41.089,3.428,0.899,0.416,0.815,0.178,-0.539,6,5.245,4.4,-1.496
2496.485,29.829,0.389,8325.875,792.827,2526.201,450.852,39.669,3.67,0.999,0.415,0.815,0.178,6.85,4,2.526,3.8,-1.492
2389.566,33.909,0.389,8326.247,792.527,2621.173,423.381,42.571,3.487,0.999,0.415,0.815,0.13,7.53,7,2.087,3,-1.8
2340.928,29.793,0.387,8251.445,808.061,2633.991,451.345,40.034,3.686,1.013,0.413,0.815,0.122,7.886,4,1.658,3,-1.642
2496.485,29.826,0.387,8325.875,792.672,2526.201,450.852,42.611,3.67,0.997,0.413,0.822,0.178,6.711,5,2.654,3.6,-1.651
2492.88,30.033,0.389,8252.478,790.148,2516.579,451.392,41.074,3.413,0.92,0.415,0.815,0.176,6.783,7,2.61,3.6,-1.536
2381.091,28.988,0.389,8855.633,810.743,2627.022,448.029,39.974,3.666,0.997,0.413,0.815,0.124,7.55,6,2.058,3,-1.85
2382.278,29.757,0.389,8253.022,810.737,2626.904,448.105,39.975,3.516,0.997,0.415,0.815,0.124,7.687,5,1.868,3,-1.607
2467.204,29.002,0.389,8326.63,809.519,2531.991,450.855,39.682,3.413,0.961,0.415,0.815,0.164,7.034,4,2.337,3.6,-1.851
2418.811,29.998,0.39,8249.473,809.372,2532.733,448.258,39.916,3.371,1.002,0.383,0.809,0.157,7.038,4,2.58,3.4,-1.87
2402.085,30.028,0.389,8252.478,791.226,2540.633,452.12,39.96,3.428,0.899,0.416,0.815,0.153,7.237,5,2.307,3.4,-1.778
2411.41,29.056,0.39,8279.953,793.267,2566.181,451.94,39.626,3.46,0.996,0.415,0.809,0.145,7.265,4,2.409,3.4,-1.895
2385.261,29.061,0.39,8249.473,809.375,2613.335,448.258,39.916,3.466,1.002,0.415,0.807,0.133,7.507,4,2.076,3.2,-1.805
2353.154,29.793,0.387,8251.445,808.061,2624.196,451.345,40.034,3.651,1.013,0.413,0.815,0.125,7.685,4,1.96,3,-1.744
2381.091,28.991,0.389,8257.071,809.499,2640.611,449.395,39.941,3.516,1.013,0.415,0.815,0.123,7.791,4,1.666,3,-1.656
2404.874,32.057,0.39,8251.612,791.226,2540.633,451.676,42.48,3.428,0.994,0.416,0.815,0.153,7.158,6,2.355,3.2,-1.792
2447.119,28.72,0.389,8241.67,793.246,2536.756,450.845,39.95,3.417,0.898,0.416,0.815,0.154,6.96,5,2.596,3.4,-1.816
2407.936,29.061,0.39,8765.531,809.375,2613.335,448.258,39.916,3.46,1.002,0.415,0.809,0.136,7.456,5,2.232,3.2,-1.987
2408.83,28.848,0.389,8256.6,819.729,2578.666,447.378,42.451,3.662,0.997,0.415,0.822,0.14,7.336,6,2.205,3.2,-1.787
2405.125,33.869,0.39,8253.066,792.527,2588.292,451.441,42.39,3.485,0.999,0.415,0.815,0.137,7.421,6,2.032,3.4,-1.687
2390.005,29.827,0.389,8253.455,809.501,2622.618,448.258,39.841,3.663,1.013,0.415,0.807,0.127,7.538,4,2.147,3,-1.724
2409.049,29.866,0.389,8355.464,809.375,2588.191,452.129,39.921,3.43,0.996,0.415,0.815,0.142,7.309,4,2.053,3.4,-1.651
2408.819,29.827,0.389,8256.6,809.501,2578.38,447.378,42.451,3.565,1.013,0.415,0.807,0.141,7.37,5,2.153,3.2,-1.86
2448.984,29.061,0.39,8251.413,809.251,2537.051,438.717,39.915,3.419,1.002,0.415,0.815,0.155,6.895,5,2.547,3.6,-1.66
2448.984,29.061,0.39,8251.413,809.251,2537.051,450.845,39.915,3.419,1.002,0.415,0.815,0.155,7.214,4,2.181,3.6,-1.673
2381.091,28.991,0.389,8257.071,809.582,2626.904,449.395,39.941,3.516,0.997,0.415,0.815,0.124,7.725,4,1.729,3,-1.662
2493.113,30.033,0.389,8252.478,790.148,2517.037,450.377,39.717,3.652,0.999,0.415,0.815,0.176,6.796,5,2.492,3.6,-1.66
2408.614,29.578,0.389,8431.061,793.603,2566.592,449.377,42.418,3.436,0.996,0.415,0.822,0.144,7.265,6,2.407,3.2,-1.825
2405.125,33.909,0.389,8326.247,792.527,2588.292,425.052,42.39,3.485,0.999,0.415,0.815,0.137,7.268,7,2.277,3.2,-1.845
2437.136,32.131,0.345,9302.441,870.31,2533.456,445.601,38.624,3.999,1.03,0.406,0.795,0.156,-0.32,6,4.829,3.8,-1.585
2119.13,31.443,0.346,9301.751,790.858,2584.658,450.575,38.75,4,0.947,0.379,0.795,0.138,7.474,2,2.493,3,-1.863
2474.934,29.146,0.388,9260.084,799.93,2533.924,450.635,38.68,4.032,0.991,0.37,0.794,0.167,7.039,4,2.548,3.6,-1.895
2111.591,30.921,0.345,8897.205,796.482,2807.3,448.83,38.67,3.998,1.026,0.379,0.795,0.072,9.813,2,1.304,2.4,-2.109
2392.184,31.99,0.388,9258.079,803.711,2598.481,464.004,38.604,4.031,0.961,0.42,0.795,0.134,7.491,7,2.005,3.2,-1.609
2426.182,31.963,0.388,9290.556,799.344,2580.341,434.575,38.622,3.999,0.983,0.37,0.795,0.144,5.093,6,4.489,4.2,-1.548
2158.421,30.887,0.382,8401.255,796.481,2777.634,448.861,38.669,3.917,1.028,0.413,0.807,0.091,9.466,4,1.192,2.6,-1.967
2461.621,29.084,0.388,8870.003,796.56,2540.637,448.637,38.62,4,0.983,0.361,0.819,0.161,5.294,5,4.309,4.2,-1.608
2392.184,31.99,0.387,9282.778,803.711,2573.389,464.004,38.604,4.03,0.983,0.42,0.795,0.142,7.319,7,2.217,3.2,-1.862
2119.507,31.432,0.388,8909.643,799.465,2719.71,449.753,38.638,3.999,0.983,0.37,0.795,0.109,8.643,3,1.621,2.8,-1.835
2119.142,30.863,0.382,8918.285,796.646,2777.459,447.483,38.637,3.999,1.001,0.37,0.807,0.091,9.681,3,1.052,2.4,-1.885
2172.502,31.826,0.381,8910.046,796.481,2719.657,449.753,38.67,3.997,1.026,0.412,0.795,0.093,8.872,5,1.434,2.8,-1.828
2112.551,31.446,0.384,8910.048,796.481,2720.314,449.725,38.67,3.997,1.026,0.422,0.807,0.097,9.074,3,1.437,2.6,-1.875
2381.784,31.449,0.387,9291.97,795.88,2659.027,450.691,38.8,4,0.99,0.407,0.796,0.123,7.676,4,1.872,3.2,-1.673
2123.651,29.106,0.346,9176.359,805.819,2656.969,448.832,38.668,4.066,1.025,0.379,0.801,0.114,8.364,2,2.252,3,-2.006
2399.812,30.944,0.389,9258.69,796.117,2662.542,453.446,38.677,4,0.982,0.383,0.794,0.132,7.569,5,2.086,3,-1.8
2119.507,30.254,0.387,8909.643,789.046,2719.71,449.753,38.638,4.031,0.98,0.417,0.795,0.106,8.55,4,1.672,2.6,-1.802
2326.969,29.162,0.388,8912.533,803.658,2672.685,451.381,38.604,4.03,0.99,0.373,0.794,0.109,7.95,5,1.738,2.8,-1.716
2408.219,28.739,0.389,9303.088,799.929,2533.76,450.72,39.803,3.996,0.987,0.37,0.816,0.155,7.313,4,2.141,3.6,-1.687
2350.588,31.449,0.387,9291.97,795.88,2659.027,450.691,38.8,4,0.99,0.407,0.796,0.12,7.705,4,2.185,2.8,-1.923
2357.39,33.49,0.384,8902.067,800.03,2681.483,448.83,38.624,3.997,0.99,0.422,0.795,0.116,7.875,5,1.741,3,-1.649
2429.012,30.919,0.388,8580.82,796.482,2555.428,448.748,38.667,4,0.983,0.38,0.806,0.148,7.467,4,1.971,3.4,-1.656
2461.621,29.084,0.388,9309.167,792.524,2539.448,452.61,38.622,4,0.983,0.374,0.819,0.161,7.069,4,2.336,3.6,-1.716
2418.219,31.42,0.388,8577.732,796.484,2555.428,448.749,38.667,4,0.982,0.361,0.806,0.148,7.17,5,2.428,3.4,-1.825
2119.142,31.443,0.346,8918.285,788.822,2711.996,447.483,38.638,3.999,1.001,0.37,0.795,0.096,9.601,3,1.346,2.4,-2.143
2437.119,31.317,0.389,9205.688,797.273,2533.407,457.654,38.623,3.999,1.039,0.374,0.818,0.156,7.086,5,2.428,3.4,-1.762
2404.222,31.405,0.387,9283.046,857.813,2583.135,429.563,36.741,4,0.983,0.38,0.815,0.139,7.385,7,2.159,3.4,-1.788
2119.766,29.163,0.387,8913.955,796.502,2734.382,448.765,38.669,4.031,0.982,0.37,0.805,0.106,8.777,3,1.567,2.6,-1.855
2159.616,29.401,0.382,8910.043,796.481,2720.384,449.753,38.669,4.031,1.028,0.412,0.807,0.093,8.932,4,1.357,2.6,-1.895
2408.219,29.044,0.387,9305.319,796.488,2662.353,450.719,38.618,3.997,0.991,0.372,0.816,0.136,7.555,4,2.069,3.2,-1.793
2241.496,30.727,0.347,8254.009,804.142,2857.084,463.299,38.744,4.05,0.95,0.403,0.786,0.057,9.988,3,0.887,2.4,-1.74
2497.901,32.667,0.388,8250.302,803.961,2517.377,498.401,39.038,4.056,0.949,0.411,0.79,0.178,6.947,5,2.357,3.6,-1.642
2497.048,29.436,0.348,8251.477,804.131,2523.611,497.107,38.931,4.05,1.04,0.412,0.793,0.178,7.739,3,1.899,3,-1.871
2484.952,32.757,0.386,7018.326,903.532,2535.325,503.617,38.537,4.046,1.037,0.413,0.793,0.172,7.077,8,2.418,3.4,-1.644
2263.107,30.511,0.378,8268.044,750.44,2877.034,465.21,38.583,4.051,0.973,0.414,0.789,0.08,8.942,6,1.57,2.4,-2.069
2410.005,32.646,0.388,8289.786,804.034,2517.377,491.014,43.076,4.059,1.067,0.388,0.789,0.161,7.266,7,2.173,3.4,-1.644
2244.163,31.12,0.372,8251.218,757.703,2855.831,471.023,38.824,4.058,0.95,0.401,0.814,0.063,9.386,5,1.429,2.6,-1.958
2251.592,30.729,0.372,8268.109,800.241,2865.622,465.741,39.265,3.924,0.949,0.403,0.788,0.063,9.849,4,0.888,2.4,-1.842
2484.667,30.814,0.388,8289.458,804.035,2517.377,489.837,43.076,4.056,1.071,0.369,0.794,0.172,7.099,6,2.366,3.6,-1.853
2486.424,32.646,0.388,8289.786,804.035,2517.377,491.014,43.076,4.056,1.071,0.369,0.788,0.173,6.986,7,2.33,3.6,-1.49
2489.167,29.436,0.383,8262.558,805.046,2521.834,499.335,38.922,4.056,0.983,0.411,0.802,0.174,7.029,4,2.46,3.4,-1.667
2302.204,31.218,0.383,8288.018,840.831,2646.733,489.787,38.8,4.026,1.035,0.412,0.793,0.118,8.105,5,1.695,2.8,-1.812
2303.371,29.419,0.348,8251.352,805.046,2551.917,470.39,38.801,4.056,1.04,0.412,0.793,0.149,8.603,3,1.555,2.6,-1.818
2363.822,29.419,0.348,8251.352,805.046,2600.947,470.39,39.05,4.056,1.04,0.412,0.793,0.133,9.221,3,1.17,2.6,-1.887
2263.107,30.511,0.372,8268.109,800.241,2865.622,465.741,39.265,3.924,0.949,0.403,0.788,0.068,9.734,4,1.084,2.4,-1.817
2419.582,28.576,0.385,8265.625,895.082,2628.6,490.901,38.731,4.533,0.982,0.388,0.791,0.141,7.717,6,1.835,3,-1.647
2309.018,29.34,0.383,8296.583,788.418,2860.245,470.771,38.8,4.057,1.035,0.412,0.794,0.094,8.804,5,1.437,2.6,-1.83
2301.384,30.677,0.347,8253.492,804.653,2864.753,470.773,38.806,4.056,1.039,0.412,0.794,0.086,9.888,3,1.086,2.2,-2.071
2348.976,29.296,0.389,8339.793,834.519,2666.644,496.283,38.622,4.08,1.005,0.431,0.718,0.111,7.879,6,1.925,3,-1.87
2268.128,29.421,0.372,8268.109,800.241,2865.622,470.87,39.265,3.924,0.949,0.403,0.788,0.07,9.319,4,1.428,2.6,-1.922
2419.582,31.685,0.386,8289.406,804.424,2535.311,474.342,39.532,4.056,0.99,0.418,0.793,0.155,7.367,5,2.071,3.2,-1.673
2301.129,28.512,0.347,8251.943,799.995,2647.804,471.032,38.803,4.112,0.985,0.387,0.793,0.117,9.413,3,1.253,2.6,-1.852
2409.212,29.555,0.385,8325.328,804.14,2688.802,466.477,43.057,4.059,0.99,0.409,0.789,0.136,7.903,5,1.831,3,-1.782
2423.346,29.437,0.383,8262.558,806.631,2521.665,466.464,38.922,4.056,0.975,0.409,0.802,0.159,7.524,4,1.894,3.4,-1.66
2241.496,30.727,0.343,8254.043,799.804,2711.901,463.327,38.744,4.051,0.953,0.403,0.793,0.096,9.828,3,0.967,2.4,-1.917
2301.129,28.508,0.383,8251.943,799.995,2711.164,471.032,38.803,4.112,0.986,0.387,0.793,0.096,8.434,4,1.542,2.8,-1.815
2349.402,29.34,0.383,8288.018,799.953,2659.593,470.77,38.824,4.026,0.949,0.412,0.718,0.113,8.238,5,1.503,2.8,-1.58
2410.005,32.646,0.388,8289.786,806.728,2501.71,491.014,43.076,4.059,1.067,0.388,0.789,0.166,7.197,7,2.231,3.4,-1.724
2301.129,28.508,0.383,8251.908,804.333,2856.347,471.003,38.803,4.112,0.987,0.387,0.786,0.094,9.054,4,1.27,2.6,-1.622
2303.371,29.419,0.385,8251.002,804.455,2551.917,470.242,38.806,4.056,1.04,0.418,0.787,0.149,8.162,4,1.43,2.8,-1.638
2487.985,29.102,0.39,6544.007,963.619,2529.387,428.692,35.744,4.79,1.037,0.531,0.789,0.328,-1.042,9,4.671,3.8,-1.856
2499.665,57.845,0.389,6823.984,959.307,2522.415,448.682,39.46,4.107,1.045,0.404,0.804,0.928,5.476,6,2.785,4,-1.226
2489.066,31.021,0.349,7112.294,935.63,2522.916,450.646,39.437,4.106,1.047,0.381,0.782,0.174,7.646,4,2.085,3,-1.875
2373.334,29.862,0.348,7433.197,846.041,2691.912,448.685,39.311,4.105,1.043,0.405,0.782,0.119,8.814,4,1.519,2.8,-1.962
2495.578,56.493,0.389,6767.245,936.542,2504.444,448.619,39.456,4.271,1.045,0.403,0.804,0.883,4.892,7,3.742,4.6,-1.303
2494.24,50.154,0.389,7090.179,959.111,2520.333,451.514,39.454,4.108,1.046,0.406,0.788,0.672,5.896,6,2.533,3.8,-1.197
2494.263,50.198,0.389,6769.653,935.405,2516.086,448.684,39.456,4.276,0.876,0.404,0.788,0.673,5.576,8,2.932,4,-1.444
2494.332,30.559,0.389,6767.497,959.526,2506.411,448.682,39.454,4.107,1.045,0.404,0.788,0.199,6.671,5,2.688,3.6,-1.809
2499.665,55.759,0.389,6834.169,959.307,2522.415,448.676,39.46,4.107,1.045,0.406,0.804,0.859,5.837,6,2.651,3.8,-1.398
2494.24,50.42,0.389,7099.989,959.111,2520.333,451.514,39.454,4.108,1.046,0.406,0.788,0.681,5.89,6,2.798,3.8,-1.425
2373.334,29.93,0.388,7248.548,841.845,2691.912,448.81,39.311,4.053,1.046,0.392,0.789,0.127,7.934,5,1.667,3,-1.698
2494.24,50.243,0.389,7089.519,959.111,2504.649,451.514,39.454,4.275,1.045,0.406,0.788,0.675,5.707,7,3.086,3.8,-1.442
2434.958,31.844,0.384,7110.681,849.918,2522.899,448.105,39.307,4.106,1.045,0.405,0.793,0.159,7.042,6,2.463,3.6,-1.649
2489.066,30.351,0.389,6762.076,935.63,2522.916,450.386,39.437,4.106,1.047,0.468,0.789,0.185,6.014,6,3.293,4.2,-1.522
2499.963,56.37,0.389,6823.984,924.825,2522.415,461.98,39.46,4.107,1.045,0.404,0.805,0.879,5.456,7,2.771,4,-1.302
2494.438,30.558,0.39,7179.105,925.303,2506.328,448.68,39.268,4.107,1.045,0.406,0.771,0.177,6.647,6,2.487,3.8,-1.59
2495.578,56.493,0.389,6823.984,955.111,2522.415,448.619,39.46,4.107,1.045,0.404,0.804,0.883,5.642,6,2.772,3.8,-1.312
2373.334,29.916,0.349,7179.272,847.18,2593.754,448.687,39.534,4.108,1.043,0.406,0.797,0.135,8.473,4,1.588,2.8,-1.798
2480.256,30.964,0.389,7171.869,925.513,2525.389,448.676,39.456,4.107,1.045,0.406,0.788,0.17,6.845,5,2.716,3.6,-1.875
2395.026,29.878,0.349,7181.554,841.895,2590.543,448.619,39.543,4.107,1.016,0.404,0.789,0.136,8.24,4,1.775,2.8,-2.03
2421.454,30.796,0.348,7110.681,849.918,2594.774,448.091,39.517,4.106,1.045,0.382,0.782,0.143,8.102,4,1.829,2.8,-1.776
2402.096,30.719,0.389,7090.647,849.918,2536.747,448.104,39.517,4.108,1.045,0.405,0.793,0.154,7.209,5,2.179,3.6,-1.647
2434.958,30.766,0.384,7110.681,849.918,2567.264,448.168,39.298,4.106,1.045,0.405,0.788,0.149,7.341,5,2.176,3.4,-1.793
2433.7,30.353,0.349,7016.073,849.918,2514.78,448.103,39.511,4.107,1.045,0.405,0.787,0.162,7.811,4,2.008,3,-1.812
2495.52,30.348,0.389,7074.596,937.188,2522.908,448.573,39.308,4.107,1.04,0.404,0.787,0.177,6.71,5,2.68,3.6,-1.642
2368.372,29.78,0.39,7179.143,841.895,2593.754,448.618,39.302,4.108,1.043,0.403,0.804,0.135,7.472,5,2.219,3.2,-1.883
2434.976,30.36,0.383,7034.391,925.303,2529.532,448.572,39.272,4.107,1.045,0.406,0.787,0.157,7.108,5,2.395,3.4,-1.788
2417.536,29.916,0.389,7179.388,847.229,2593.754,448.687,39.625,4.108,1.043,0.406,0.797,0.14,7.388,5,2.201,3.4,-1.845
2421.543,29.878,0.35,7179.259,841.895,2523.978,448.649,39.543,4.107,1.018,0.404,0.789,0.159,7.939,4,1.893,2.8,-1.762
2433.25,30.353,0.35,7015.032,849.918,2516.144,448.113,39.533,4.107,1.045,0.405,0.798,0.161,7.83,4,1.935,2.8,-1.718
2471.99,37.171,0.371,7742.014,730.565,2631.769,494.774,43.547,4.791,1.226,0.483,0.661,0.239,6.465,12,2.838,3.4,-1.627
2446.321,30.323,0.385,7275.615,792.108,2539.316,426.945,39.361,3.986,0.993,0.375,0.806,0.154,7.23,5,2.391,3.4,-1.868
2447.224,30.631,0.389,7275.615,791.75,2539.053,447.445,39.362,4.036,1.007,0.388,0.806,0.154,7.3,4,2.183,3.4,-1.662
2495.675,45.362,0.384,6676.617,809.258,2516.522,448.01,38.818,4.033,0.986,0.368,0.804,0.512,-0.308,6,5.08,3.8,-1.542
2446.321,34.105,0.387,7273.927,852.291,2533.466,417.842,39.162,4.036,0.993,0.388,0.855,0.156,7.041,8,2.457,3.4,-1.887
2483.389,38.438,0.389,6648.736,791.751,2514.595,491.372,38.832,4.034,0.984,0.379,0.807,0.281,6.473,6,2.331,3.6,-1.507
2492.492,41.41,0.389,6692.027,791.301,2500.589,492.941,39.192,3.98,1.214,0.38,0.803,0.38,6.201,7,2.38,3.6,-1.385
2499.247,43.095,0.389,7323.392,791.537,2514.421,448.97,39.203,4.032,0.987,0.373,0.809,0.436,6.545,5,2.177,3.6,-1.453
2446.321,32.276,0.385,8953.437,792.108,2539.316,496.737,39.361,3.986,0.993,0.375,0.811,0.154,7.089,6,2.394,3.4,-1.709
2499.182,37.021,0.389,6730.979,792.899,2514.589,449.05,43.634,4.077,0.974,0.369,0.81,0.234,6.559,6,2.447,3.8,-1.488
2452.441,30.336,0.389,7275.615,791.358,2532.946,447.895,39.361,3.985,0.993,0.375,0.806,0.157,7.223,4,2.388,3.2,-1.787
2495.626,32.515,0.389,8808.22,791.85,2507.653,445.872,39.198,3.986,0.986,0.375,0.811,0.177,6.741,6,2.613,3.6,-1.7
2492.342,40.948,0.389,8555.443,791.285,2513.699,492.575,39.482,4.034,1.214,0.38,0.809,0.365,6.383,7,2.365,3.6,-1.378
2499.247,34.127,0.389,7324.124,791.537,2504.846,448.97,39.163,4.032,0.993,0.373,0.809,0.179,6.817,5,2.371,3.6,-1.664
2490.15,31.199,0.385,8601.693,791.987,2507.684,448.504,39.159,3.986,1.012,0.381,0.803,0.175,7.059,4,2.436,3.4,-1.609
2499.182,30.638,0.388,8671.354,791.797,2514.58,450.114,38.812,3.983,0.987,0.369,0.81,0.179,6.995,4,2.324,3.6,-1.474
2495.577,34.127,0.389,7324.124,791.438,2503.94,448.97,39.198,4.032,0.993,0.371,0.809,0.177,6.852,5,2.415,3.6,-1.627
2499.182,30.393,0.388,6730.979,791.797,2514.589,450.071,38.851,4.036,0.987,0.369,0.81,0.189,6.765,4,2.64,3.6,-1.744
2492.492,41.209,0.388,6676.595,791.301,2500.589,492.941,38.808,3.981,0.988,0.38,0.803,0.374,6.256,6,2.498,3.6,-1.382
2474.076,30.659,0.385,7267.672,809.226,2500.313,436.926,39.202,3.987,0.986,0.388,0.806,0.167,6.89,5,2.52,3.6,-1.831
2492.332,45.199,0.389,8555.443,791.285,2513.787,448.044,39.129,4.036,1.008,0.38,0.809,0.507,6.11,5,2.814,3.8,-1.582
2492.492,36.974,0.389,6692.027,791.301,2500.589,449.137,39.192,3.973,1.214,0.38,0.809,0.232,6.703,6,2.271,3.6,-1.504
2492.502,40.809,0.389,6719.882,808.357,2500.589,449.828,39.166,3.981,0.986,0.38,0.803,0.36,6.563,5,2.264,3.6,-1.512
2499.371,43.14,0.389,8545.627,791.285,2514.408,448.044,39.205,4.036,1.008,0.38,0.809,0.438,6.395,5,2.529,3.6,-1.544
2486.709,30.659,0.385,7267.672,809.226,2500.313,448.394,39.179,3.987,0.986,0.388,0.801,0.173,7.121,4,2.215,3.6,-1.622
2433.243,32.189,0.387,8446.922,791.091,2595.436,418.034,35.453,4.344,0.852,0.35,0.821,0.148,7.202,10,2.29,3.4,-1.716
2499.683,30.846,0.387,8309.661,791.298,2505.791,434.891,39.902,4.088,0.991,0.408,0.808,0.179,6.755,4,2.528,3.8,-1.5
2362.668,30.869,0.387,8393.591,788.285,2657.541,421.82,40.098,3.934,0.996,0.425,0.844,0.114,7.794,7,1.906,3,-1.656
2362.678,30.87,0.387,8310.003,796.673,2657.617,434.892,40.098,4.091,1.017,0.408,0.845,0.114,8.005,5,1.583,3,-1.649
2493.377,57.307,0.389,8320.084,791.897,2506.908,541.897,39.978,4.095,0.977,0.581,0.775,0.91,6.035,7,2.097,3.6,-1.205
2493.377,51.959,0.387,8320.084,790.718,2506.908,541.897,40.202,4.095,0.828,0.578,0.8,0.732,5.918,8,2.59,3.8,-1.245
2496.795,46.71,0.387,8328.255,800.776,2506.315,538.313,39.78,4.088,0.991,0.397,0.804,0.557,6.25,5,2.503,3.6,-1.416
2499.934,45.371,0.387,7850.234,726.398,2500.38,434.891,40.113,4.198,1.111,0.409,0.779,0.512,6.192,9,2.786,3.6,-1.564
2493.377,32.179,0.387,8320.084,791.111,2506.908,541.253,40.202,4.095,0.855,0.346,0.812,0.203,6.645,8,2.662,3.6,-1.86
2499.683,40.555,0.387,8248.601,791.293,2506.894,536.12,39.907,4.119,0.95,0.408,0.777,0.352,6.668,6,2.208,3.6,-1.378
2451.673,32.122,0.387,8313.959,790.68,2592.682,434.882,40.169,4.124,0.85,0.348,0.833,0.156,7.289,9,2.284,3.2,-1.778
2417.789,32.156,0.39,8469.15,791.088,2502.445,426.206,36.672,4.095,0.854,0.346,0.831,0.166,6.96,10,2.414,3.6,-1.656
2451.158,32.122,0.387,8309.691,790.68,2592.682,434.882,40.169,4.124,0.85,0.398,0.833,0.156,7.403,8,2.092,3.2,-1.669
2362.973,30.846,0.387,8310.003,796.673,2655.505,434.892,40.098,4.091,0.996,0.408,0.799,0.115,7.92,4,1.818,3,-1.653
2496.349,46.71,0.389,8392.188,800.798,2505.773,537.17,39.973,4.095,0.992,0.408,0.8,0.557,6.064,6,2.213,3.8,-1.297
2499.683,42.345,0.387,8248.601,791.907,2506.894,536.12,39.971,4.084,0.992,0.408,0.777,0.411,6.361,5,2.299,3.6,-1.396
2499.683,42.198,0.387,8247.358,791.907,2506.894,433.632,39.971,4.112,0.992,0.408,0.777,0.407,6.509,5,2.258,3.8,-1.373
2359.392,32.475,0.387,8310.001,788.285,2653.53,421.82,40.102,4.089,0.996,0.414,0.802,0.115,7.828,6,1.777,3,-1.707
2363.813,30.846,0.387,8310.003,802.06,2591.171,431.176,40.05,3.934,0.977,0.418,0.815,0.136,7.666,4,1.896,3,-1.698
2409.976,30.871,0.387,8310.001,802.06,2590.713,433.959,40.05,3.934,0.977,0.419,0.815,0.137,7.495,4,2.048,3.2,-1.618
2491.269,31.645,0.387,8309.815,790.84,2504.611,434.891,36.762,4.088,0.991,0.349,0.681,0.175,6.882,8,2.46,3.6,-1.678
2496.345,46.529,0.387,8314.403,801.572,2506.895,536.043,39.782,4.34,0.989,0.408,0.808,0.551,6.13,6,2.374,3.6,-1.287
2496.349,45.758,0.389,7859.086,800.798,2504.928,537.17,39.973,3.92,0.98,0.408,0.8,0.525,6.345,6,2.021,3.6,-1.266
2499.752,45.371,0.387,8230.925,801.468,2500.38,434.891,40.113,3.94,1.111,0.409,0.808,0.512,6.257,7,2.344,3.6,-1.28
2418.438,30.871,0.387,8305.861,802.06,2561.59,433.959,40.367,3.934,0.98,0.419,0.802,0.146,7.442,5,2.054,3.2,-1.79
2491.016,31.654,0.387,8326.925,791.048,2506.903,428.393,39.473,4.089,0.829,0.414,0.808,0.175,7.046,6,2.359,3.6,-1.651
2362.973,30.871,0.387,8310.001,788.285,2654.438,421.82,40.098,3.934,0.996,0.419,0.802,0.115,7.879,5,1.859,3,-1.687
2450.423,30.836,0.388,8309.814,790.848,2523.24,434.891,39.973,4.088,0.996,0.406,0.799,0.159,7.147,4,2.475,3.4,-1.857
2493.895,34.31,0.387,8309.854,790.368,2505.791,434.891,40.103,3.931,0.991,0.419,0.818,0.176,6.721,5,2.563,3.8,-1.68
2432.544,30.827,0.387,7289.473,791.091,2521.069,417.885,35.453,4.344,0.852,0.35,0.821,0.16,7.111,9,2.498,3.4,-1.84
2466.108,29,0.345,8285.975,799.929,2541.972,450.325,39.618,4.087,0.969,0.403,0.778,0.163,7.952,2,1.823,2.8,-1.793
2492.747,46.977,0.383,8280.451,803.288,2540.353,450.325,39.033,4.046,0.97,0.414,0.778,0.566,6.68,4,2.41,3.4,-1.556
2222.025,29.379,0.344,8497.403,801.464,2854.912,455.073,39.865,4.191,0.996,0.412,0.787,0.048,9.873,5,1.006,2.4,-2.063
2222.025,29.357,0.344,8284.969,799.764,2854.912,450.321,39.825,3.981,0.969,0.412,0.778,0.048,9.978,2,0.745,2.4,-1.887
2495.077,45.942,0.383,8232.684,802.59,2541.874,450.325,39.638,4.093,0.969,0.412,0.772,0.531,6.567,5,2.303,3.6,-1.409
2494.187,45.389,0.389,8233.059,841.144,2536.556,437.426,39.026,3.842,1.029,0.392,0.772,0.513,6.616,8,2.129,3.6,-1.4
2492.85,28.911,0.383,8284.973,803.283,2540.353,447.052,39.699,4.201,0.984,0.412,0.788,0.176,7.037,5,2.467,3.4,-1.66
2487.57,43.726,0.384,8338.669,801.297,2541.874,467.93,39.054,4.198,0.965,0.412,0.787,0.458,6.931,6,2.307,3.4,-1.668
2271.065,32.415,0.38,8275.798,726.617,2696.669,450.024,37.622,4.19,1.022,0.412,0.781,0.101,8.668,7,1.327,2.8,-1.593
2241.208,29.804,0.343,8285.993,775.198,2839.753,448.878,39.056,4.038,0.965,0.412,0.788,0.057,9.856,3,0.849,2.2,-1.784
2229.433,28.762,0.372,8276.668,799.224,2842.053,449.866,40.808,4.098,0.969,0.422,0.778,0.063,9.54,4,1.211,2.4,-1.9
2269.631,33.473,0.383,8287.776,802.102,2652.032,449.443,39.639,4.19,0.923,0.412,0.787,0.116,8.033,6,1.843,2.8,-1.696
2494.98,45.128,0.384,8337.266,799.135,2522.885,455.042,39.843,4.202,0.996,0.412,0.778,0.504,6.73,6,2.249,3.4,-1.536
