max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
5532.613,0.152,1.066,0.36,0.32,11.041,2047.078,0.31,3.59,0.257,36.796,1542.643,0.467,-7.099,7,0.0,0.0,3.016
5577.735,0.149,1.203,0.348,0.326,10.129,2051.335,0.3,3.505,0.254,36.558,1497.95,0.398,-6.751,5,0.0,0.0,3.158
5576.797,0.151,1.912,0.348,0.49,10.129,2063.473,0.304,3.413,0.257,36.495,1494.952,0.142,-6.26,4,0.0,0.0,0.0
5667.037,0.154,1.15,0.34,0.309,10.146,2041.385,0.302,3.516,0.28,35.631,1282.577,0.425,-7.009,6,0.0,0.0,4.067
5876.015,0.154,1.168,0.34,0.309,10.137,2041.385,0.302,3.623,0.28,36.784,1278.49,0.416,-7.028,8,0.0,0.0,1.51
5453.77,0.149,1.194,0.348,0.345,9.92,2075.252,0.306,3.582,0.254,35.622,1497.791,0.403,-6.427,4,0.0,0.0,3.029
5356.675,0.126,1.352,0.358,0.343,10.034,2062.985,0.306,3.621,0.255,35.518,1483.231,0.324,-6.872,7,0.0,0.0,1.293
5605.995,0.155,1.194,0.342,0.505,10.129,2402.51,0.299,3.613,0.257,36.158,1497.571,0.403,-6.298,3,0.0,0.0,2.211
5666.315,0.147,1.951,0.355,0.49,9.922,2373.934,0.3,3.519,0.254,35.661,1494.942,0.024,-5.851,2,0.0,0.0,2.389
5556.251,0.147,1.991,0.355,0.495,10.026,2399.747,0.3,3.531,0.251,35.661,1494.942,0.042,-5.857,1,0.0,0.0,6.649
5902.631,0.152,1.941,0.358,0.487,10.011,2049.363,0.309,3.449,0.256,35.983,1495.884,0.148,-6.118,3,0.0,0.0,2.274
5880.993,0.149,1.121,0.365,0.311,9.92,2048.106,0.306,3.582,0.254,35.669,1301.766,0.44,-6.994,5,0.0,0.0,3.777
5636.538,0.152,2.0,0.355,0.49,9.921,2400.875,0.307,3.519,0.254,35.66,1494.973,0.028,-5.804,1,0.0,0.0,1.661
5666.856,0.156,1.898,0.334,0.371,9.93,2063.246,0.307,3.611,0.262,36.468,1495.779,0.258,-6.43,7,0.0,0.0,2.554
5577.943,0.151,1.104,0.358,0.49,10.011,2078.206,0.309,3.582,0.256,36.002,1496.578,0.448,-6.727,4,0.0,0.0,5.31
5384.101,0.147,1.92,0.355,0.49,9.921,2439.371,0.3,3.519,0.254,36.514,1494.942,0.072,-6.134,4,0.0,0.0,1.894
5880.993,0.149,1.074,0.365,0.32,9.92,2048.247,0.248,3.582,0.254,35.738,1505.587,0.463,-7.037,6,0.0,0.0,2.948
5779.18,0.154,1.166,0.34,0.319,10.139,2047.817,0.304,3.582,0.28,36.78,1528.098,0.417,-6.838,6,0.0,0.0,1.994
5692.026,0.147,2.012,0.357,0.49,9.921,2399.747,0.304,3.499,0.254,35.661,1494.942,0.02,-5.694,1,0.0,0.0,2.115
5543.792,0.156,1.174,0.361,0.321,11.382,2056.78,0.246,3.694,0.257,36.795,1495.645,0.413,-6.928,8,0.0,0.0,5.681
5666.955,0.147,1.951,0.351,0.304,10.085,2399.747,0.304,3.59,0.254,35.687,1494.942,0.392,-6.145,2,0.0,0.0,2.402
5543.792,0.155,1.172,0.363,0.321,11.334,2048.121,0.324,3.693,0.279,36.795,1421.201,0.414,-7.055,10,0.0,0.0,0.0
5877.176,0.149,1.063,0.349,0.311,10.094,2041.704,0.307,3.52,0.256,36.781,1314.326,0.469,-7.128,6,0.0,0.0,6.421
5800.565,0.154,1.828,0.347,0.486,8.843,2412.352,0.322,3.545,0.248,31.802,1300.45,0.133,-6.176,4,0.0,0.0,4.021
5800.358,0.145,1.944,0.356,0.484,10.36,2269.026,0.288,3.47,0.251,35.608,1532.617,0.056,-5.957,3,0.0,0.0,3.487
5705.781,0.145,1.996,0.348,0.486,10.09,2406.195,0.292,3.465,0.251,35.672,1549.687,0.033,-5.772,2,0.0,0.0,3.313
5843.273,0.146,1.414,0.24,0.484,11.158,2421.939,0.337,3.527,0.27,35.58,1477.447,0.314,-6.365,8,0.0,0.0,2.212
5650.476,0.146,1.184,0.233,0.444,10.078,2411.695,0.339,3.541,0.248,35.937,1574.178,0.408,-6.543,7,0.0,0.0,2.23
5800.377,0.145,1.946,0.355,0.486,10.091,2262.705,0.279,3.535,0.249,35.673,1496.892,0.07,-6.061,1,0.0,0.0,5.099
5800.618,0.155,1.944,0.348,0.484,10.114,2406.072,0.288,3.532,0.249,35.673,1538.313,0.04,-5.822,1,0.0,0.0,2.274
5705.781,0.145,1.996,0.355,0.48,10.09,2406.195,0.292,3.467,0.251,35.743,1549.687,0.04,-5.859,3,0.0,0.0,5.393
5869.589,0.15,1.806,0.302,0.443,10.361,2410.893,0.228,3.578,0.27,35.992,1360.459,0.24,-6.209,9,0.0,0.0,1.895
5752.852,0.148,1.893,0.358,0.484,10.36,2269.026,0.288,3.54,0.251,35.608,1547.826,0.056,-6.04,5,0.0,0.0,2.874
5863.471,0.153,2.037,0.348,0.486,10.021,2416.016,0.293,3.465,0.251,35.607,1481.215,0.028,-5.768,2,0.0,0.0,3.876
5643.953,0.145,1.207,0.355,0.445,10.369,2449.654,0.228,3.465,0.249,36.533,1551.558,0.396,-6.529,8,0.0,0.0,6.107
5650.476,0.153,1.336,0.234,0.445,10.082,2410.735,0.281,3.541,0.248,35.929,1549.068,0.332,-6.293,6,0.0,0.0,2.196
5794.938,0.154,1.944,0.348,0.486,10.021,2413.352,0.304,3.465,0.254,35.607,1494.911,0.028,0.34,0,0.229,0.35,4.216
4803.002,0.144,1.292,0.348,0.486,10.072,2284.127,0.289,3.532,0.247,35.934,1392.745,0.354,-6.24,5,0.0,0.0,2.093
5809.77,0.145,1.946,0.355,0.486,10.096,2396.388,0.291,3.463,0.249,35.673,1496.892,0.033,0.195,0,0.272,0.45,2.32
5650.476,0.153,1.344,0.354,0.487,9.933,2410.735,0.293,3.541,0.248,35.929,1549.068,0.328,-6.228,4,0.0,0.0,2.174
5809.852,0.145,1.946,0.355,0.486,9.915,2263.532,0.293,3.54,0.249,35.673,1495.811,0.058,-5.838,1,0.0,0.0,4.531
5807.701,0.154,1.157,0.348,0.487,10.086,2413.671,0.303,3.543,0.254,35.967,1496.965,0.421,-6.149,2,0.0,0.0,2.254
5789.165,0.153,1.96,0.348,0.491,9.933,2380.628,0.293,3.464,0.249,35.929,1495.813,0.023,-5.731,2,0.0,0.0,2.046
5811.344,0.153,1.96,0.349,0.491,9.933,2403.705,0.293,3.464,0.251,35.929,1495.813,0.023,-0.579,1,0.0,0.0,2.308
5808.945,0.146,1.278,0.355,0.445,10.07,2396.388,0.291,3.463,0.249,35.953,1496.892,0.361,-6.517,3,0.0,0.0,2.325
5816.134,0.151,1.96,0.354,0.491,9.934,2393.063,0.293,3.47,0.248,35.675,1496.191,0.023,0.544,0,0.0,0.0,3.709
4799.55,0.145,1.161,0.218,0.431,10.079,2270.518,0.34,3.54,0.251,35.932,1603.132,0.419,-6.65,8,0.0,0.0,5.645
4803.002,0.146,1.286,0.341,0.484,10.079,2284.127,0.289,3.532,0.247,35.932,1392.745,0.357,-6.511,5,0.0,0.0,5.78
5816.134,0.142,1.959,0.354,0.491,9.945,2269.098,0.282,3.47,0.248,35.675,1496.191,0.06,-6.02,2,0.0,0.0,1.231
5811.308,0.145,1.96,0.355,0.486,9.934,2396.203,0.305,3.367,0.249,35.668,1458.223,0.038,-5.856,2,0.0,0.0,6.307
5811.344,0.153,1.964,0.349,0.487,9.933,2415.979,0.294,3.464,0.251,35.929,1495.813,0.026,-5.763,1,0.0,0.0,4.014
5482.843,0.141,1.059,0.355,0.378,9.969,2050.047,0.317,3.409,0.245,35.673,1542.178,0.471,-7.003,6,0.0,0.0,3.685
5475.926,0.104,1.228,0.359,0.398,9.87,2051.799,0.314,2.615,0.248,35.366,1504.41,0.386,-6.739,6,0.0,0.0,5.618
5482.313,0.145,1.008,0.355,0.382,9.864,2047.43,0.317,3.574,0.245,35.574,1543.809,0.496,-6.916,5,0.0,0.0,6.356
5498.958,0.145,2.077,0.36,0.517,9.877,2288.744,0.295,3.574,0.25,35.587,1543.887,0.052,-6.012,3,0.0,0.0,2.035
5018.998,0.145,2.078,0.354,0.39,10.031,2047.138,0.3,3.639,0.245,36.386,1501.077,0.22,-6.492,5,0.0,0.0,2.124
5475.937,0.144,1.244,0.359,0.398,9.87,2051.797,0.309,3.541,0.248,35.569,1504.988,0.378,-6.582,4,0.0,0.0,3.25
5451.957,0.135,2.078,0.355,0.509,9.87,2087.889,0.317,3.573,0.246,35.381,1505.458,0.131,-6.161,3,0.0,0.0,4.879
5498.27,0.107,1.125,0.349,0.381,9.875,2057.64,0.299,3.572,0.25,36.406,1544.406,0.438,-6.764,7,0.0,0.0,2.531
5475.937,0.144,1.244,0.359,0.398,9.853,2050.069,0.281,3.664,0.248,35.569,1504.988,0.378,-6.616,5,0.0,0.0,3.522
5662.312,0.145,2.078,0.368,0.518,9.874,2287.107,0.296,3.382,0.251,35.587,1462.021,0.051,-5.963,5,0.0,0.0,4.012
5490.448,0.145,2.077,0.36,0.52,9.877,2058.14,0.296,3.585,0.245,35.437,1497.519,0.144,-6.072,2,0.0,0.0,4.819
5662.939,0.145,2.078,0.36,0.519,9.877,2342.779,0.29,3.639,0.246,35.587,1493.879,0.04,-5.881,3,0.0,0.0,6.96
5469.277,0.144,2.03,0.355,0.382,10.033,2051.886,0.317,3.558,0.245,36.355,1504.904,0.236,-6.393,4,0.0,0.0,2.185
