max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
5226.266,0.161,2.463,0.387,0.37,11.46,2050.334,0.352,3.446,0.201,32.018,1436.095,0.26,5.719,11,0,0,2.777
4566.661,0.164,2.678,0.348,0.4,11.824,2501.262,0.208,3.184,0.27,33.868,1204.861,0.339,6.592,11,0,0,2.228
4884.58,0.149,2.85,0.21,0.547,8.627,2041.069,0.364,1.261,0.299,35.614,1423.463,0.64,4.248,10,0,0,2.745
6805.617,0.143,1.549,0.262,0.451,10.388,2587.416,0.349,1.384,0.245,35.676,1440.623,0.605,5.012,9,0.076,0.25,3.423
5628.784,0.118,2.334,0.325,0.31,8.948,2357.394,0.457,1.06,0.268,32.698,1363.401,0.697,5.599,12,0,0,3.762
5713.179,0.143,1.731,0.234,0.419,10.604,2529.301,0.423,1.958,0.201,32.053,1438.958,0.441,6.28,11,0,0,3.748
4631.681,0.145,2.909,0.373,0.585,11.049,2291.246,0.354,3.128,0.293,32.499,1237.993,0.454,5.396,11,0,0,1.573
6386.359,0.176,1.362,0.336,0.522,8.858,2061.172,0.475,3.121,0.213,32.454,1616.405,0.583,5.229,10,0,0,2.465
6072.316,0.113,1.651,0.285,0.584,9.757,2689.375,0.21,2.834,0.229,36.175,1613.688,0.3,3.175,12,0.028,0.2,3.351
5724.665,0.165,1.102,0.319,0.452,8.791,2279.469,0.289,3.614,0.241,31.915,1321.474,0.449,5.691,10,0,0,1.64
4949.343,0.158,2.667,0.363,0.329,9.88,2057.555,0.236,2.679,0.284,36.575,1642.318,0.342,0.552,10,0.218,0.3,2.806
4661.903,0.112,2.67,0.274,0.382,11.4,2502.579,0.347,1.694,0.266,31.702,1571.35,0.516,4.039,12,0.007,0.1,3.893
5803.069,0.147,1.61,0.396,0.524,11.125,2235.428,0.36,2.033,0.3,32.577,1336.751,0.419,2.899,10,0.044,0.15,5.045
6523.762,0.131,1.812,0.366,0.476,10.706,2636.841,0.468,2.736,0.255,36.269,1577.93,0.56,-0.138,11,0,0,3.101
4868.188,0.162,1.77,0.31,0.333,9.415,2653.491,0.222,3.303,0.21,35.396,1645.019,0.334,6.294,11,0,0,2.81
5034.36,0.118,2.412,0.375,0.422,9.754,2470.877,0.472,2.852,0.258,32.51,1209.455,0.573,4.93,12,0,0,1.829
4854.301,0.128,2.609,0.263,0.392,11.133,2109.107,0.337,2.165,0.252,34.731,1513.867,0.381,5.573,11,0,0,3.239
6216.014,0.15,2.248,0.375,0.489,10.856,2551.031,0.347,2.268,0.266,35.646,1501.001,0.352,1.716,8,0,0,1.802
6736.19,0.152,2.862,0.286,0.335,10.424,2315.868,0.406,2.519,0.26,35.651,1337.421,0.431,0.677,10,0.02,0.1,4.163
6083.562,0.115,2.642,0.325,0.44,10.769,2483.375,0.311,3.883,0.23,33.025,1443.244,0.321,7.246,11,0,0,4.063
6967.802,0.134,1.764,0.268,0.352,10.932,2191.314,0.379,1.773,0.273,34.379,1640.023,0.493,5.859,12,0,0,3.436
5499.99,0.109,1.61,0.399,0.342,11.109,2687.741,0.319,3.306,0.264,33.712,1459.534,0.316,5.808,11,0,0,0.955
6189.977,0.184,1.961,0.227,0.494,9.361,2526.137,0.203,1.152,0.276,36.283,1405.31,0.671,1.994,10,0.09,0.2,1.909
6041.564,0.193,1.797,0.267,0.371,10.643,2508.975,0.217,2.887,0.294,35.74,1551.751,0.287,1.116,12,0.172,0.25,4.992
6376.068,0.133,1.391,0.214,0.559,11.606,2277.711,0.4,3.444,0.276,31.811,1365.277,0.389,3.107,11,0.035,0.1,4.066
6712.948,0.164,2.26,0.264,0.379,9.421,2470.233,0.317,1.428,0.215,32.22,1632.84,0.592,6.815,11,0,0,2.56
6704.486,0.143,2.988,0.222,0.385,11.998,2689.549,0.225,3.023,0.289,35.139,1526.202,0.494,0.604,11,0.007,0.05,2.811
4652.137,0.116,1.678,0.368,0.511,11.999,2174.289,0.475,2.383,0.202,32.575,1201.394,0.583,6.934,11,0,0,5.505
5638.419,0.118,2.234,0.269,0.392,11.75,2475.807,0.397,2.289,0.27,34.975,1382.765,0.346,5.821,12,0,0,2.233
6550.963,0.19,1.582,0.246,0.535,11.164,2503.048,0.482,3.484,0.225,36.25,1543.561,0.607,1.314,11,0.145,0.25,2.639
5107.821,0.173,2.81,0.333,0.475,11.614,2343.988,0.488,2.66,0.25,35.928,1579.141,0.627,1.731,11,0.113,0.25,2.899
6297.705,0.164,2.897,0.204,0.522,9.105,2316.182,0.356,2.633,0.204,32.662,1298.689,0.448,7.022,11,0,0,1.665
6723.707,0.133,2.927,0.394,0.311,11.828,2649.951,0.342,3.593,0.249,35.722,1278.818,0.464,1.979,10,0.087,0.25,2.845
4613.698,0.118,1.706,0.32,0.533,11.272,2344.621,0.448,2.813,0.242,34.256,1312.558,0.493,5.741,12,0,0,3.046
